StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q6,Q16,Q100,Q99,Q102,Q103,Q104,Q105,Q107,Q106,Q108,Q109,Q13,Q14,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q97_6,Q97_7,Q97_8,Q97_9,Q97_10,Q97_11,Q111,Q113,Q115,Q117,Q119,Q79,Q3,Q3_8_TEXT,Q6.8,Q6.8_3_TEXT,Q6.7,Q6.7_8_TEXT,personality_prov_1,personality_prov_2,personality_prov_3,personality_prov_4,personality_prov_5,personality_prov_6,personality_prov_7,personality_prov_8,personality_prov_9,personality_prov_10,Q95_1,Q95_2,Q95_3,SE-13_1,SE-13_2,SE-13_3,SE-13_4,SE-13_5,SE-13_6,SE-13_7,SE-13_8,SE-13_9,SE-13_10,SE-13_11,SE-13_12,SE-13_13,IUIPC_1,IUIPC_2,IUIPC_3,IUIPC_4,IUIPC_5,IUIPC_6,IUIPC_7,IUIPC_8,Q6.9,temp_technical,SC0,PROLIFIC_PID,SESSION_ID,STUDY_ID,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions
2023-05-22 18:17:25,2023-05-22 18:18:33,IP Address,128.179.152.144,100,67,True,2023-05-22 18:18:34,R_1QFQfMshsy9YbMk,,,,,46.5504,6.5517,anonymous,EN,A type of malware that infects computers and steals personal data.,Computer infected by malware,Unsolicited job offers,None,noreply-dropbox@noreplysupport.com,It should contain no-reply,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""",None,"""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""We are excited to announce our new website and features. Find more by clicking on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Unplug your computer to get rid of the malware,Ignore it,4,4,4,3,4,5- Strongly Agree,1 -Strongly Disagree,4,4,4,2,No,Yes,Yes,No,Yes,36-45,PhD or similar,,"Yes, IT specialist, IT security specialist or similar",,Civil Service,,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Agree strongly,Agree strongly,Agree a little,,,,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,no,no,20.5,123,123,123,0,,2,0.5,"QID86,QID87",0,
2023-05-22 18:19:44,2023-05-22 18:20:44,IP Address,128.179.152.144,100,60,True,2023-05-22 18:20:45,R_XLGdQfbYkzRM2RP,,,,,46.5504,6.5517,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,Identity theft,Security alert of suspicious login from an unknown location,paypal@paypal.com,noreply-dropbox@noreplysupport.com,It is not suspicious,None,None,"""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""We are excited to announce our new website and features. Find more by clicking on the following link""",https://cutt.ly/V8rT54mnJ90,None,Change any compromised password,Ignore it,3,1 -Strongly Disagree,4,2,4,4,3,4,3,3,3,Yes,No,Yes,Yes,Yes,36-45,University degree (Bachelor/Master),,"Yes, other IT security related education or occupation:",,University Student,,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,,,,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,m,m,16.9,123,123,123,0,,2,0.5,"QID86,QID87",0,
2023-05-22 18:21:38,2023-05-22 18:22:55,IP Address,128.179.152.144,100,76,True,2023-05-22 18:22:55,R_23aCdk3FGf5iWnj,,,,,46.5504,6.5517,anonymous,EN,A type of online advertising that uses deceptive tactics to attract clicks.,All these answers are correct,Security alert of suspicious login from an unknown location,None,None,The domain address should contain google.com,"""Thank you for your registration ! Click here to see your account details""","""Please visit our official website to update your personal account""",None,None,http://google-file-share.c.com,bank_invoice.scr,Unplug your computer to get rid of the malware,Report it so the organization can investigate,3,5- Strongly Agree,4,3,4,4,2,1 -Strongly Disagree,5- Strongly Agree,3,3,Yes,Yes,No,Yes,No,26-35,PhD or similar,,"Yes, studies in Computer Science, IT Security, Cybersecurity or similar,Yes, IT specialist, IT security specialist or similar",,Civil Service,,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,,,,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,n,n,13.0,123,123,123,0,,3,0.75,"QID131,QID86,QID87",0,
2023-05-22 18:24:42,2023-05-22 18:25:47,IP Address,128.179.152.144,100,65,True,2023-05-22 18:25:48,R_3NPxnmeQQTOhqea,,,,,46.5504,6.5517,anonymous,EN,A type of social engineering used to convince people to buy products they don't need.,Financial loss,Advertisements for weight loss supplements,paypal@paypal.com,no-reply@dropbox.com,It is not suspicious,"""Thank you for your registration ! Click here to see your account details""","""Please visit our official website to update your personal account""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Please make sure to verify your account information with the following link""",https://cutt.ly/V8rT54mnJ90,bank_account.pdf.exe,Unplug your computer to get rid of the malware,Show your coworkers to see what they think,3,3,3,3,2,3,1 -Strongly Disagree,3,3,3,3,No,Yes,No,No,Yes,46-55,University degree (Bachelor/Master),,"Yes, IT specialist, IT security specialist or similar",,Civil Service,,Disagree a little,Agree a little,Agree a little,Agree strongly,Disagree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,,,,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,no,no,9.2,123,123,123,0,,2,0.5,"QID86,QID87",0,
2023-05-22 18:26:26,2023-05-22 18:27:58,IP Address,128.179.152.144,100,91,True,2023-05-22 18:27:58,R_8vHUslzgtMkrc2J,,,,,46.5504,6.5517,anonymous,EN,A type of malware that infects computers and steals personal data.,Computer infected by malware,Unsolicited job offers,None,no-reply@em-s.dropbox.com,"Company names in email addresses always have capital letters, so « google » should be written « Google »",None,"""Please visit our official website to update your personal account""","""As part of our routine account maintenance, we kindly request that you confirm your personal information by visiting our website and completing the validation process accordingly.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.you.tube.com/account,Important_doc.docx,Change any compromised password,Ignore it,4,4,4,1 -Strongly Disagree,5- Strongly Agree,4,3,4,4,4,2,No,No,Yes,Yes,No,66-75,University degree (Bachelor/Master),,"Yes, IT specialist, IT security specialist or similar",,Employee,,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,Agree a little,medium,rather high,very high,3 - Neither disagree nor agree,4 - Somewhat agree,5 - Strongly agree,4 - Somewhat agree,5 - Strongly agree,4 - Somewhat agree,2 - Somewhat disagree,5 - Strongly agree,4 - Somewhat agree,4 - Somewhat agree,5 - Strongly agree,5 - Strongly agree,4 - Somewhat agree,5,5,6,5,5,5,7 - Strongly agree,5,no,no,10.3,123,123,123,0,,0,0,,0,
2023-05-22 18:31:04,2023-05-22 18:32:08,IP Address,128.179.152.144,100,64,True,2023-05-22 18:32:09,R_xGazh8r8Srlk62t,,,,,46.5504,6.5517,anonymous,EN,A type of social engineering used to convince people to buy products they don't need.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,None,It should be a gmail address,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""",None,None,"""Please make sure to verify your account information with the following link""",http://google-file-share.c.com,Important_doc.docx,Unplug your computer to get rid of the malware,Open the email and see whether it looks legitimate,5- Strongly Agree,1 -Strongly Disagree,2,5- Strongly Agree,4,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,4,4,3,No,Yes,Yes,Yes,No,46-55,University degree (Bachelor/Master),,"Yes, IT specialist, IT security specialist or similar",,Self-employed,,Agree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,rather high,rather high,rather high,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,5 - Strongly agree,2 - Somewhat disagree,4 - Somewhat agree,4 - Somewhat agree,5,5,5,5,5,5,5,5,n,n,16.6,123,123,123,0,,2,0.4,"QID134,QID87",0,
2023-05-23 04:48:46,2023-05-23 04:49:55,IP Address,194.230.158.147,100,68,True,2023-05-23 04:49:55,R_SW7LqjgUyzTQmGd,,,,,46.5267,6.6243,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,Financial loss,Unsolicited job offers,support@paypal.com,None,The domain address should contain google.com,None,"""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Don't forget to submit your report by Friday, April 9th. Submit with the following link""",https://www.you.tube.com/account,bank_account.pdf.exe,Change any compromised password,Show your coworkers to see what they think,2,2,2,2,1 -Strongly Disagree,2,2,2,2,1 -Strongly Disagree,2,No,No,Yes,Yes,Yes,66-75,University degree (Bachelor/Master),,"Yes, IT specialist, IT security specialist or similar",,Self-employed,,Disagree a little,Disagree strongly,Disagree a little,Disagree a little,Disagree strongly,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,rather low,rather low,rather low,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,no,no,16.2,computer,,,0,,3,0.6,"QID134,QID86,QID87",0,
2023-05-23 11:22:35,2023-05-23 11:30:44,IP Address,94.9.88.200,100,488,True,2023-05-23 11:30:45,R_2VlnqZ5drCtnI1F,,,,,55.8483,-4.3481,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,None,None,None,None,https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,3,2,4,3,1 -Strongly Disagree,3,3,4,2,3,1 -Strongly Disagree,No,Yes,Yes,Yes,Yes,46-55,Secondary school diploma,,"No, other education or occupation",,Retired,,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,rather high,rather high,rather high,4 - Somewhat agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,5,6,7 - Strongly agree,7 - Strongly agree,5,5,6,6,no,no,26.7,5caa6f4d6c0307000114b359,,,0,,1,0.2,QID134,0,
2023-05-23 11:25:45,2023-05-23 11:31:19,IP Address,77.98.177.106,100,333,True,2023-05-23 11:31:21,R_2R3LOf1gS4dRWfT,,,,,53.234,-1.4462,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""As part of our routine account maintenance, we kindly request that you confirm your personal information by visiting our website and completing the validation process accordingly.""","""Please make sure to verify your account information with the following link""",http://google-file-share.c.com,None,Change any compromised password,Report it so the organization can investigate,3,1 -Strongly Disagree,5- Strongly Agree,3,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,Yes,No,Yes,36-45,University degree (Bachelor/Master),,"No, other education or occupation",,Civil Service,,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,rather low,medium,medium,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,2 - Somewhat disagree,2 - Somewhat disagree,4 - Somewhat agree,3 - Neither disagree nor agree,2 - Somewhat disagree,3 - Neither disagree nor agree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,6,7 - Strongly agree,7 - Strongly agree,6,6,6,6,6,No,No,36.7,5ad4a1eb754a0d0001622e5e,,,0,,0,0,,0,
2023-05-23 11:21:46,2023-05-23 11:32:08,IP Address,86.158.63.55,100,622,True,2023-05-23 11:32:09,R_25Z7XTbQjp8w5wC,,,,,52.5678,1.662,anonymous,EN,A type of malware that infects computers and steals personal data.,All these answers are correct,Security alert of suspicious login from an unknown location,paypal@paypal.com,no-reply@em-s.dropbox.com,It should be a gmail address,"""Thank you for your registration ! Click here to see your account details""","""Please visit our official website to update your personal account""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,2,2,2,3,1 -Strongly Disagree,2,4,3,2,2,3,No,Yes,Yes,No,Yes,26-35,Secondary school diploma,,"No, other education or occupation",,Employee,,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,medium,medium,medium,4 - Somewhat agree,4 - Somewhat agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,4 - Somewhat agree,3 - Neither disagree nor agree,2 - Somewhat disagree,4,6,6,6,6,6,6,6,No,No,22.3,6441459d881e32627339a355,,,0,,1,0.2,QID134,0,
2023-05-23 11:27:39,2023-05-23 11:37:14,IP Address,171.33.196.234,100,574,True,2023-05-23 11:37:19,R_2uxKcooGn8qOzLq,,,,,51.4647,-0.0509,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Click here to view the latest collection of our awesome brand !""","""As a valued customer, we're giving you a special discount! -90 % on all our offers, click here to view more!""",None,"""Don't forget to submit your report by Friday, April 9th. Submit with the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,4,1 -Strongly Disagree,4,4,4,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,Yes,Yes,Yes,Yes,Yes,36-45,Secondary school diploma,,"No, other education or occupation",,Employee,,Agree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Disagree a little,Agree strongly,medium,medium,rather high,4 - Somewhat agree,4 - Somewhat agree,1 - Strongly disagree,4 - Somewhat agree,2 - Somewhat disagree,2 - Somewhat disagree,4 - Somewhat agree,2 - Somewhat disagree,2 - Somewhat disagree,5 - Strongly agree,4 - Somewhat agree,4 - Somewhat agree,1 - Strongly disagree,6,6,7 - Strongly agree,7 - Strongly agree,6,5,6,7 - Strongly agree,"For the questions with relating to emails from personal accounts, I responded as though I didn’t know the sender.",,32.7,644d5727f272d7dae7c1d13a,,,0,,0,0,,0.03333333333333333,QID132
2023-05-23 11:31:28,2023-05-23 11:37:55,IP Address,212.132.208.84,100,386,True,2023-05-23 11:37:57,R_3IXJNA44DKyRfw1,,,,,51.5074,-0.1196,anonymous,EN,A type of online advertising that uses deceptive tactics to attract clicks.,All these answers are correct,Security alert of suspicious login from an unknown location,paypal@paypal.com,no-reply@em-s.dropbox.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""It was a pleasure having you as a customer. Don’t hesitate to come back or contact us to the following link if you need our help again.""","""As part of our routine account maintenance, we kindly request that you confirm your personal information by visiting our website and completing the validation process accordingly.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,paypal_account_details.exe,Change any compromised password,Report it so the organization can investigate,3,2,5- Strongly Agree,3,3,4,3,5- Strongly Agree,2,3,3,Yes,Yes,Yes,No,Yes,36-45,Secondary school diploma,,"Yes, other IT security related education or occupation:",,Self-employed,,Agree a little,Agree strongly,Disagree a little,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,medium,medium,medium,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,5 - Strongly agree,1 - Strongly disagree,2 - Somewhat disagree,4 - Somewhat agree,3 - Neither disagree nor agree,4 - Somewhat agree,4 - Somewhat agree,4 - Somewhat agree,3 - Neither disagree nor agree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,no,no,28.5,63207d2127e2a5fc39c0313a,,,0,,2,0.4,"QID134,QID87",0,
2023-05-23 11:31:15,2023-05-23 11:38:29,IP Address,31.94.36.148,100,434,True,2023-05-23 11:38:30,R_2ZOgOFnYYF3xW4O,,,,,51.5435,-0.1733,anonymous,EN,A type of malware that infects computers and steals personal data.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""This is a notification from the Cybercrime Division of your local police department. Our records indicate that your internet connection was used to access illegal content and distribute malware. To avoid prosecution, you must pay a fine of 500chf within 24 hours. Failure to comply will result in legal action being taken against you.""","""Plase update your account imformation to conitnue using our service, click on the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,Yes,No,Yes,36-45,University degree (Bachelor/Master),,"No, other education or occupation",,Other:,,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Agree a little,medium,medium,medium,3 - Neither disagree nor agree,3 - Neither disagree nor agree,1 - Strongly disagree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,4 - Somewhat agree,3 - Neither disagree nor agree,2 - Somewhat disagree,4 - Somewhat agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4,6,7 - Strongly agree,7 - Strongly agree,6,7 - Strongly agree,7 - Strongly agree,6,No,No,39.5,6002131f8bbd671f5827e81d,,,0,,1,0.2,QID134,0,
2023-05-23 11:39:34,2023-05-23 11:43:31,IP Address,165.225.198.98,100,237,True,2023-05-23 11:43:32,R_3pi55jZqzya9T9f,,,,,53.4734,-2.3142,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,None,None,None,None,https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,4,5- Strongly Agree,2,4,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,Yes,Yes,Yes,Yes,Yes,36-45,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,very high,very high,very high,3 - Neither disagree nor agree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,4 - Somewhat agree,3 - Neither disagree nor agree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,4,4,6,6,3,5,3,3,no,"yes - I think I missed something in the middle section, it redirected me to another page and then told me I had completed the task without my having done anything",36.9,5feef27983f6af185c8b3e4c,,,0,,1,0.2,QID134,0,
2023-05-23 11:41:00,2023-05-23 11:54:01,IP Address,90.199.137.255,100,780,True,2023-05-23 11:54:03,R_1dzXIQa8Z44SJ3P,,,,,52.5551,-1.0835,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Security alert of suspicious login from an unknown location,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,None,None,None,None,https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,Important_doc.docx,Change any compromised password,Report it so the organization can investigate,1 -Strongly Disagree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,5- Strongly Agree,5- Strongly Agree,5- Strongly Agree,1 -Strongly Disagree,1 -Strongly Disagree,1 -Strongly Disagree,No,Yes,Yes,No,Yes,46-55,Secondary school diploma,,"Yes, other IT security related education or occupation:",studied IT and compsci a few years ago but didn't finish degree.,Other:,unable to work due to health,Agree a little,Disagree a little,Agree a little,Disagree strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree a little,rather high,rather high,very high,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,5 - Strongly agree,2 - Somewhat disagree,3 - Neither disagree nor agree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,2 - Somewhat disagree,2 - Somewhat disagree,2 - Somewhat disagree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,no.,no.,35.5,58d283fcbfaa440001d1f097,,,0,,1,0.2,QID87,0,
2023-05-23 12:05:04,2023-05-23 12:18:08,IP Address,89.241.82.165,100,784,True,2023-05-23 12:18:09,R_3nGztQNFX7MNFOv,,,,,51.3295,0.578,anonymous,EN,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,All these answers are correct,Threats of account deactivation or legal action if immediate action is not taken,servicepaypal@gmail.com,noreply-dropbox@noreplysupport.com,The domain address should contain google.com,"""Your bank account password has been compromised ! If you don’t act fast, hackers might steal your money ! Click here to reinitialize your password""","""Please visit our official website to update your personal account""","""We noticed some unusual activity on your account and wanted to confirm whether you made the transaction of 500chf at [Merchant Name] on [Date]. If this was not you, please contact us immediately to resolve the issue.""","""Please make sure to verify your account information with the following link""",https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=3s,None,Change any compromised password,Report it so the organization can investigate,3,2,5- Strongly Agree,3,3,4,5- Strongly Agree,4,1 -Strongly Disagree,2,3,No,Yes,Yes,No,Yes,18-25,University degree (Bachelor/Master),,"No, other education or occupation",,Employee,,Agree strongly,Agree a little,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree a little,medium,medium,medium,4 - Somewhat agree,5 - Strongly agree,2 - Somewhat disagree,4 - Somewhat agree,1 - Strongly disagree,2 - Somewhat disagree,3 - Neither disagree nor agree,4 - Somewhat agree,2 - Somewhat disagree,4 - Somewhat agree,4 - Somewhat agree,2 - Somewhat disagree,3 - Neither disagree nor agree,6,4,5,5,6,6,3,4,nil,none,37.1,642030c326ed250669c05560,,,1,QID84,1,0.2,QID134,0,
2023-05-16 12:28:03,2023-05-16 12:28:17,IP Address,129.132.99.112,11,13,False,2023-05-23 12:28:21,R_1qdKyOKESdKjfu7,,,,,,,anonymous,EN,A type of online advertising that uses deceptive tactics to attract clicks.,Loss of personal data,Unsolicited job offers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,0,,0,
