StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Q179,Q67,Q69,Q70,Q71,Q94,Q95_1,Q95_2,Q95_3,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q97_6,Q97_7,Q97_8,Q97_9,Q97_10,Q97_11,Q6,Q16,Q100,Q99,Q102,Q103,Q104,Q105,Q107,Q106,Q108,Q109,Q13,Q14,Q111,Q113,Q115,Q117,Q119,SC0,PROLIFIC_PID,SESSION_ID,STUDY_ID
2023-04-03 15:44:09,2023-04-03 15:44:20,Spam,195.176.112.127,100,10,True,2023-04-03 15:44:21,R_3KqhL6E6nEd9eop,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 15:49:18,2023-04-03 15:49:51,IP Address,195.176.112.127,100,32,True,2023-04-03 15:49:51,R_1Qm5W0PeMqPg7b1,,,,,47.3804,8.5412,anonymous,EN,,,approximately once a week,More than 50,10-50,Yes,,,,,,,,,,,,,,,,3,Loss of personal data,,,,,,,,,,,Unplug your computer to get rid of the malware,Ignore it,,,,,,1,,,
2023-04-03 15:51:54,2023-04-03 15:52:02,Spam,195.176.112.127,100,8,True,2023-04-03 15:52:03,R_pGGayojwE8GMkp3,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 16:21:25,2023-04-03 16:22:10,IP Address,195.176.112.127,100,44,True,2023-04-03 16:22:11,R_YXpLSFRi5Mjux21,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 16:24:26,2023-04-03 16:25:50,IP Address,195.176.112.127,100,84,True,2023-04-03 16:25:51,R_1OkRrmnpk3CRCRH,,,,,47.3804,8.5412,anonymous,EN,,,approximately once a day,10-50,,Yes,,,,,,,,,,,,,,,,3,Computer infected by malware,,,,,,,,,,,Change any compromised password,Report it so the organization can investigate,,,,,,4,,,
2023-04-03 16:31:52,2023-04-03 16:32:01,IP Address,195.176.112.127,100,8,True,2023-04-03 16:32:02,R_1Fs2NcLnFXm513Y,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 16:33:37,2023-04-03 16:33:47,Spam,195.176.112.127,100,10,True,2023-04-03 16:33:48,R_2E0MGlPx4c8yMjH,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 16:34:35,2023-04-03 16:34:46,Spam,195.176.112.127,100,11,True,2023-04-03 16:34:47,R_6fhBvAzoWlpeXLP,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 16:35:10,2023-04-03 16:35:18,Spam,195.176.112.127,100,8,True,2023-04-03 16:35:19,R_3nC3HZfxH2v6gFV,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 16:39:07,2023-04-03 16:39:15,Spam,195.176.112.127,100,8,True,2023-04-03 16:39:16,R_eIZP5j9B2wneFfX,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 16:45:22,2023-04-03 16:45:32,Spam,195.176.112.127,100,10,True,2023-04-03 16:45:34,R_1MZhu1MTkUI0FJ2,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 16:53:42,2023-04-03 16:53:50,Spam,195.176.112.127,100,8,True,2023-04-03 16:53:50,R_1GIbJzGGfbSdXU0,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 17:06:33,2023-04-03 17:06:42,Spam,195.176.112.127,100,9,True,2023-04-03 17:06:43,R_2WTkIGRqFnN7ht8,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 17:09:46,2023-04-03 17:09:55,Spam,195.176.112.127,100,9,True,2023-04-03 17:09:57,R_3R7RkntdPbio0G5,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 17:11:48,2023-04-03 17:11:56,Spam,195.176.112.127,100,8,True,2023-04-03 17:11:57,R_2zIppxSc4PeU63x,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 17:13:22,2023-04-03 17:13:32,Spam,195.176.112.127,100,9,True,2023-04-03 17:13:33,R_21yzBaJQwGXLjjU,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 17:15:52,2023-04-03 17:16:01,Spam,195.176.112.127,100,8,True,2023-04-03 17:16:01,R_27stT2ugtzcodPk,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 17:16:39,2023-04-03 17:16:48,Spam,195.176.112.127,100,8,True,2023-04-03 17:16:49,R_2w4gQ5H868CjFLH,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:01:17,2023-04-03 20:01:25,IP Address,195.176.112.127,100,8,True,2023-04-03 20:01:26,R_3BQa7HmvYdErDTb,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:06:18,2023-04-03 20:06:29,Spam,195.176.112.127,100,11,True,2023-04-03 20:06:30,R_1hYmSXtXi8lUAyd,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:06:52,2023-04-03 20:07:00,Spam,195.176.112.127,100,8,True,2023-04-03 20:07:01,R_3poodKdNuUs59GK,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:08:04,2023-04-03 20:08:13,Spam,195.176.112.127,100,8,True,2023-04-03 20:08:13,R_2dsvYYg6aQgUAqr,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:14:12,2023-04-03 20:14:21,Spam,195.176.112.127,100,8,True,2023-04-03 20:14:21,R_1OiO4Ami6ootUmt,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:26:31,2023-04-03 20:26:40,Spam,195.176.112.127,100,8,True,2023-04-03 20:26:41,R_1pKbXuU7CjgKcfB,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:29:57,2023-04-03 20:30:07,Spam,195.176.112.127,100,9,True,2023-04-03 20:30:09,R_22yOJbmjQK6jJJ5,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:32:51,2023-04-03 20:33:00,Spam,195.176.112.127,100,9,True,2023-04-03 20:33:01,R_1f1aSik7wuGB9nw,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:33:54,2023-04-03 20:34:02,Spam,195.176.112.127,100,8,True,2023-04-03 20:34:03,R_cMxm14VsBWUfixP,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:35:24,2023-04-03 20:35:33,Spam,195.176.112.127,100,9,True,2023-04-03 20:35:34,R_2tsxzYuwhfj9wYF,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:36:53,2023-04-03 20:37:01,Spam,195.176.112.127,100,8,True,2023-04-03 20:37:02,R_3EMTz4GCQvv8KtJ,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:41:34,2023-04-03 20:41:42,Spam,195.176.112.127,100,8,True,2023-04-03 20:41:43,R_3NPycn1VrxkaT80,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:42:11,2023-04-03 20:42:19,Spam,195.176.112.127,100,7,True,2023-04-03 20:42:21,R_XpKA4byCYp0Snkt,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:45:39,2023-04-03 20:45:47,Spam,195.176.112.127,100,8,True,2023-04-03 20:45:49,R_26nyboY3fzVEusq,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:55:07,2023-04-03 20:55:16,Spam,195.176.112.127,100,9,True,2023-04-03 20:55:17,R_1hXoON4GagM1yeC,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 20:59:00,2023-04-03 20:59:09,Spam,195.176.112.127,100,8,True,2023-04-03 20:59:10,R_2VImwWx0HozbCfY,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-03 21:00:03,2023-04-03 21:00:13,Spam,195.176.112.127,100,9,True,2023-04-03 21:00:14,R_UnePjkFxJrOFOet,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-04 12:21:54,2023-04-04 12:21:57,Survey Preview,,100,2,True,2023-04-04 12:21:57,R_2rotCNgOWsMV1fU,,,,,47.3857,8.5348,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-04 12:25:24,2023-04-04 12:25:28,Survey Preview,,100,3,True,2023-04-04 12:25:28,R_2QWl3oiOK01fpmt,,,,,47.3857,8.5348,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-04 12:26:07,2023-04-04 12:26:09,Survey Preview,,100,2,True,2023-04-04 12:26:10,R_cZUcOD0JsHc6EKd,,,,,47.3857,8.5348,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2023-04-04 14:18:19,2023-04-04 14:19:53,IP Address,194.230.148.59,100,94,True,2023-04-04 14:19:54,R_2aeJXcby79O4Sih,,,,,47.3661,8.5243,anonymous,EN,,,multiple times a day,10-50,,No,,,,,,,,,,,,,,,,3,Loss of personal data,,,,,,,,,,,Delete the phishing email,Ignore it,,,,,,2,,,
2023-04-04 14:30:49,2023-04-04 14:33:18,IP Address,194.230.148.59,100,148,True,2023-04-04 14:33:18,R_1OQ41KJfKsaYypM,,,,,47.3661,8.5243,anonymous,EN,,my_id,multiple times a day,10-50,,No,,,,,,,,,,,,,,,,3,Identity theft,,,,,,,,,,,Unplug your computer to get rid of the malware,Ignore it,,,,,,1,,,
2023-04-04 15:49:50,2023-04-04 15:51:17,IP Address,195.176.112.22,100,86,True,2023-04-04 15:51:19,R_11Xddcvtvd6wXZ1,,,,,47.3804,8.5412,anonymous,EN,,my_id,approximately once a day,10-50,More than 50,Yes,,,,,,,,,,,,,,,,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,Loss of personal data,,,,,,,,,,,Delete the phishing email,Report it so the organization can investigate,,,,,,7,,,
2023-04-04 16:10:32,2023-04-04 16:11:49,IP Address,195.176.112.22,100,77,True,2023-04-04 16:11:51,R_1gO5f4RN65HVaOL,,,,,47.3804,8.5412,anonymous,EN,,id,approximately once a day,More than 50,10-50,No,,,,,,,,,,,,,,,,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,Loss of personal data,,,,,,,,,,,Delete the phishing email,Open the email and see whether it looks legitimate,,,,,,5,,,
2023-04-04 16:31:15,2023-04-04 16:32:30,IP Address,195.176.112.22,100,75,True,2023-04-04 16:32:31,R_3lWUB1hwHW3ZvsQ,,,,,47.3804,8.5412,anonymous,EN,,id,approximately once a day,More than 50,10-50,No,,,,,,,,,,,,,,,,2,Loss of personal data,,,,,,,,,,,Delete the phishing email,Report it so the organization can investigate,,,,,,3,,,
2023-04-04 17:08:34,2023-04-04 17:09:46,IP Address,195.176.112.22,100,72,True,2023-04-04 17:09:47,R_32PiZ8a5sDY4GJD,,,,,47.3804,8.5412,anonymous,EN,,s,approximately once a week,6,10-50,Yes,,,,,,,,,,,,,,,,2,Loss of personal data,,,,,,,,,,,Unplug your computer to get rid of the malware,Open the email and see whether it looks legitimate,,,,,,0,,,
2023-04-04 17:11:36,2023-04-04 17:12:51,IP Address,195.176.112.22,100,75,True,2023-04-04 17:12:52,R_2UW5RjeLdOe4rXV,,,,,47.3804,8.5412,anonymous,EN,,q,less than once a week,Less than 10,None,Yes,,,,,,,,,,,,,,,,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,Loss of personal data,,,,,,,,,,,Delete the phishing email,Report it so the organization can investigate,,,,,,7,,,
2023-04-04 17:55:51,2023-04-04 17:56:53,IP Address,195.176.112.22,100,62,True,2023-04-04 17:56:54,R_ZekO1YHE9SNrTNf,,,,,47.3804,8.5412,anonymous,EN,,id,multiple times a day,10-50,Less than 10,I don't have a job,,,,,,,,,,,,,,,,4,Identity theft,,,,,,,,,,,Unplug your computer to get rid of the malware,Open the email and see whether it looks legitimate,,,,,,0,,,
2023-04-04 17:59:52,2023-04-04 18:02:34,IP Address,195.176.112.22,100,161,True,2023-04-04 18:02:35,R_ZrDyhHpBPdZwJm9,,,,,47.3804,8.5412,anonymous,EN,,s,approximately once a week,10-50,None,No,,,,,,,,,,,,,,,,3,Loss of personal data,,,,,,,,,,,Unplug your computer to get rid of the malware,Open the email and see whether it looks legitimate,,,,,,0,,,
2023-04-04 20:07:20,2023-04-04 20:08:31,IP Address,195.176.112.22,100,70,True,2023-04-04 20:08:32,R_1d0n2Dmhba0tfik,,,,,47.3804,8.5412,anonymous,EN,,id,approximately once a week,10-50,More than 50,Yes,,,,,,,,,,,,,,,,2,Loss of personal data,,,,,,,,,,,Delete the phishing email,Report it so the organization can investigate,,,,,,3,,,
2023-04-04 22:32:39,2023-04-04 22:34:06,IP Address,194.230.148.59,100,86,True,2023-04-04 22:34:07,R_1QiTofplJVZhwfJ,,,,,47.3661,8.5243,anonymous,EN,,id,approximately once a week,More than 50,Less than 10,Yes,,,,,,,,,,,,,,,,2,Identity theft,,,,,,,,,,,Change any compromised password,Ignore it,,,,,,3,,,
2023-04-05 02:15:26,2023-04-05 02:17:12,IP Address,178.197.216.252,100,105,True,2023-04-05 02:17:14,R_2EaWmC0kOtqLFnH,,,,,47.3682,8.5671,anonymous,EN,,id,multiple times a day,10-50,,No,,,,,,,,,,,,,,,,A type of online scam where criminals send fraudulent messages to trick people into sharing sensitive information.,Loss of personal data,,,,,,,,,,,Delete the phishing email,Report it so the organization can investigate,,,,,,7,,,
